Key;Type;Desc;English;French;Spanish;German;Italian
Buildings/#Bazaar_TraderIn;Text;;The Bazaar trader is here, awaiting food.;"Le marchand de bazar est arrivé; il attend la nourriture.";El comerciante del bazar espera alimentos.;Die Basarhändlerin ist hier und wartet auf Nahrungsmittel.;Il negoziante è qui, in attesa di cibo.
Buildings/#Bazaar_TraderOut;Text;;The Bazaar trader is out distributing goods.;Le marchand de bazar fait sa tournée de distribution.;El comerciante está distribuyendo artículos.;Die Basarhändlerin verkauft gerade ihre Waren.;Il negoziante è fuori a distribuire merci.
Buildings/#Bazaar_flavor;Text;;Our Bazaars make the Kingdom's bounty available to every nearby citizen. Every home needs Bazaar access, although no one wants to live next door to one.;Nos bazars mettent à la disposition des citoyens les trésors du royaume, contre argent sonnant et trébuchant. Toutes les maisons doivent avoir accès à un bazar, mais personne n'aime vivre trop près.;Nuestros bazares ponen al alcance de todos los ciudadanos con dinero las riquezas del reino. Todas las casas necesitan tener acceso al bazar, aunque nadie quiere tener uno al lado.;Unsere Basare versorgen alle zahlungskräftigen Bürger mit den Segnungen des Königreichs. Jedes Heim braucht Zugang zum Basar, auch wenn niemand direkt in seiner Nähe wohnen möchte.;I nostri bazar rendono disponibile i nostri prodotti ai clienti danarosi. Ogni casa necessita di un accesso al bazar, anche se nessuno vuole vivere vicino a uno di essi.
Buildings/#Bazaar_stock_0;Text;;This Bazaar has traders, but they are currently looking for food or goods to sell.;Des marchands sont arrivés sur le bazar et recherchent de la nourriture ou des biens à vendre.;Este bazar dispone de comerciantes, pero en la actualidad están buscando alimentos y artículos para vender.;Auf diesem Basar gibt es Händler. Sie suchen zur Zeit nach Waren, die sie verkaufen können.;Questo bazar ha dei commercianti, ma al momento stanno cercando cibo e prodotti da vendere.
Buildings/#Bazaar_tooltip;Text;;Get food and goods from your granaries and storage yards to distribute them to nearby houses;Obtenez nourriture et biens des greniers et entrepôts pour les distribuer aux maisons à proximité;Obtén comida y artículos de tus silos y almacenes para distribuirlos a las casas cercanas.;Holen Sie Nahrungsmittel und Waren aus Ihren Silos und Warenlagern, um sie an die umliegenden Häuser zu verteilen.;Ottiene cibo e merci dai granai e dai depositi merci da distribuire alle case vicine.
Buildings/#Bazaar_workers_0;Text;;This Bazaar is not operational, and supplies nothing to the local community.;Ce bazar n'est pas opérationnel. Il n'est donc d'aucune utilité pour vos citoyens.;Este bazar no está en funcionamiento y no tiene suministros para la comunidad local.;Dieser Basar ist nicht in Betrieb und versorgt die hiesige Nachbarschaft nicht mit Lebensmitteln.;Questo bazar non è operativo e non fornisce alcuna merce alla comunità locale.
Buildings/#Bazaar_workers_1;Text;;This Bazaar is operational and supplies the needs of local homes.;Ce bazar est opérationnel.;Este bazar está en funcionamiento.;Dieser Basar ist in Betrieb.;Questo bazar è operativo e soddisfa le necessità delle case locali.
Buildings/#Beautification;Text;;Beautification;Embellissement;Ornamentación;Verschönerung;Ornamento
Buildings/#Booth;Text;;Booth;Etal;Barraca;Bühne;Baraccone
Buildings/#Booth_J;Text;;This square is currently staging shows from local jugglers, who usually draw a good audience.;Des jongleurs locaux présentent des spectacles sur cette place, ce qui attire normalement une audience nombreuse.;Actualmente, esta plaza ofrece espectáculos de malabaristas, que normalmente consiguen una buena audiencia.;Auf diesem Platz gibt es momentan Aufführungen mit ansässigen Jongleuren, die gewöhnlich ein großes Publikum anziehen.;Questa piazza offre lo spettacolo dei giocolieri che normalmente attira un buon pubblico.
Buildings/#Booth_JugglingShow;Text;;The current show will run for another {0} days.;Le spectacle actuel va encore durer {0} jours.;El espectáculo actual se representa por otros {0} días.;Derzeitige Aufführung läuft noch {0} Tage.;Lo spettacolo continua ancora per {0} giorni.
Buildings/#Booth_NoJ;Text;;This square never has any shows. It needs real jugglers to provide entertainment for it.;Cette place n'est jamais utilisée pour des représentations. Elle nécessite la présence de vrais jongleurs.;Esta plaza nunca ofrece espectáculos. Necesita malabaristas de verdad para que ofrezcan entretenimiento.;Auf diesem Platz finden keine Aufführungen statt. Er benötigt echte Jongleure, um unterhalten zu können.;Questa piazza non ospita mai divertimenti. Ha bisogno di giocolieri per offrire divertimento.
Buildings/#Booth_NoJugglingShow;Text;;No current juggling shows;Les jongleurs sont inactifs;En la actualidad no hay espectáculos de malabarismo;Momentan keine Jongleuraufführungen.;Nessuno spettacolo di giocolieri
Buildings/#Booth_flavor;Text;;Citizens enjoy clever juggling acts and general nonsense here.;Les citoyens aiment regarder les jongleurs et divers autres menus spectacles.;Los ciudadanos disfrutan de los malabares y otras diversiones.;Ihren Bürgern gefallen Aufführungen von Jongleuren und andere Lustbarkeiten.;I cittadini possono assistere a giocolieri e altri divertimenti.
Buildings/#Booth_tooltip;Text;;Generates jugglers if serviced by a juggler school. Must be built on a turn;Peut accueillir des jongleurs si relié à une école de jonglerie. Doit être construit dans un virage;Si tuviese una escuela de malabares, generaría malabaristas. Debe construirse en una curva.;Erzeugt Gaukler, wenn sie von einer Gauklerschule versorgt wird.;Genera giocolieri se servito da una scuola di giocolieri. È necessario costruirlo su una curva.
Buildings/#Booth_workers_0;Text;;Breezes are the only thing stirring in this square. Without workers, it provides no shows for the locals.;Hormis la brise, rien ne bouge sur cette place. Vous devez employer des artistes pour bénéficier de spectacles.;El viento es lo único que se mueve en esta plaza. No tiene trabajadores y no ofrece espectáculos para la gente.;Der Wind ist das einzige, was sich auf diesem Platz bewegt. Ohne Arbeitskräfte kann er den Leuten keine Aufführungen bieten.;La piazza è animata solo dal vento. Senza lavoratori, non offre alcuno spettacolo.
Buildings/#BowMaker;Text;;Bowyer;Fabrique d'arcs;Fabricante de arcos;Bogenmacher;Officina di archi
Buildings/#BowMaker_disabled;Text;;Your Overseer of Commerce decreed that composite bow production should cease.;Votre chef du commerce a ordonné l'interruption de la fabrication d'arcs composites.;El supervisor comercial ha decretado el cese de la producción de arcos compuestos.;Der Aufseher des Handels hat angeordnet, dass die Produktion von Kompositbögen eingestellt werden soll.;Il supervisore commerciale ha ordinato di sospendere la produzione di archi compositi.
Buildings/#BowMaker_flavor;Text;;The city's best artisans craft deadly composite bows to equip your archers with.;Les meilleurs artisans de la cité conçoivent des arcs composites dévastateurs à équiper à vos archers.;Los mejores artesanos de la ciudad fabrican arcos compuestos letales con los que equipar a tus arqueros.;Die besten Handwerker der Stadt stellen tödliche Kompositbögen her, mit denen Sie Ihre Bogenschützen ausstatten können.;I migliori artigiani della città realizzano archi compositi letali con cui equipaggiare i tuoi arcieri.
Buildings/#BowMaker_stock_0;Text;;This workshop will produce no composite bows without a shipment of wood, whether from a Storage Yard or a Wood Cutter.;Cet atelier ne fabriquera pas d'arcs composites sans une livraison de bois, que ce soit en provenance d'un entrepôt ou d'un chantier de bois.;Esta fábrica no producirá arcos compuestos sin un cargamento de madera, ya sea un almacén o de una serrería.;Dieser Betrieb kann erst Kompositbögen erzeugen, wenn Holz aus einem Warenlager oder von einem Holzfällerlager eingetroffen ist.;Questa fabbrica non produrrà archi compositi senza una fornitura di legno da un deposito merci o una falegnameria.
Buildings/#BowMaker_storage;Text;;"Stored wood<sprite name=""Wood"">: {0} units.";"Bois<sprite name=""Wood""> stocké : {0} unités.";"Madera<sprite name=""Wood""> almacenada: {0} unidades.";"Gelagertes Holz<sprite name=""Wood"">: {0} Einheiten.";"Legno in magazzino<sprite name=""Wood"">: {0} unità."
Buildings/#BowMaker_tooltip;Text;;"Produces Composite Bows<sprite name=""CompositeBows""> from Wood<sprite name=""Wood"">";"Permet de produire des arcs composites<sprite name=""CompositeBows""> à partir de bois<sprite name=""Wood"">";"Produce arcos compuestos <sprite name=""CompositeBows""> a partir de madera <sprite name=""Wood"">.";"Erzeugt Kompositbögen <sprite name=""CompositeBows""> aus Holz <sprite name=""Wood"">.";"Produce archi compositi <sprite name=""CompositeBows""> dal legno <sprite name=""Wood"">."
Buildings/#BowMaker_workers_0;Text;;This Bowyer has no employees, and will produce no weapons at all.;Cette fabrique d'arcs n'emploie personne. Elle ne fabriquera aucune arme.;Este fabricante de arcos no tiene trabajadores, por lo que no producirá ni una sola arma.;Dieser Bogenmacher hat keine Arbeitskräfte und kann keine Waffen bauen.;Questa officina di archi non ha artigiani e non produrrà alcuna arma.
Buildings/#BowMaker_workers_1;Text;;With hardly any employees, this Bowyer will produce very few composite bows over the coming year.;La quasi-absence d’employés aura pour conséquence une production d'arcs composites très limitée pour l’année à venir.;Con tan pocos trabajadores, la producción de arcos compuestos de esta fábrica será mínima durante este año.;Hier gibt es fast gar keine Arbeitskräfte. Dieser Bogenmacher kann im kommenden Jahr nur sehr wenige Kompositbögen produzieren.;Per via del personale ridotto, questa officina di archi produrrà pochissimi archi compositi nel prossimo anno.
Buildings/#BowMaker_workers_100;Text;;This Bowyer is fully staffed, and produces many high-quality composite bows.;Cette fabrique d'arcs dispose d'une main-d'oeuvre suffisante. Sa production d'arcs composites est abondante et de qualité.;Este fabricante de arcos tiene todo el personal que necesita y produce suficientes arcos compuestos de gran calidad.;Dieser Bogenmacher ist voll besetzt und produziert reichlich hochwertige Kompositbögen.;Questa officina di archi lavora a pieno regime e produce tanti archi compositi di qualità.
Buildings/#BowMaker_workers_25;Text;;Very few people work at this Bowyer. Composite bows production is slow as a result.;Seuls quelques employés travaillent ici. La production d'arcs composites est donc ralentie.;En esta fábrica trabaja muy poca gente, por lo que la producción de arcos compuestos es lenta.;Nur sehr wenige Leute arbeiten bei diesem Bogenmacher. Die Herstellung von Kompositbögen läuft deshalb ziemlich langsam ab.;In questa officina di archi lavorano pochissimi artigiani e la produzione di archi compositi va a rilento.
Buildings/#BowMaker_workers_50;Text;;This Bowyer is understaffed, and produces composite bows more slowly than it should.;Cette fabrique d'arcs ne dispose pas d'une main-d'oeuvre suffisante. Sa production est donc ralentie.;Este fabricante de arcos no tiene suficientes trabajadores, por lo que la producción de arcos compuestos tarda más de lo debido.;Dieser Bogenmacher ist unterbesetzt und produziert Kompositbögen langsamer als nötig.;Questa officina di archi è a corto di manodopera e produce archi compositi più lentamente di quanto potrebbe fare.
Buildings/#BowMaker_workers_75;Text;;This Bowyer could use more workers to reach its full potential for composite bow production.;La production de cette fabrique d'arcs serait meilleure si elle disposait d'une main-d'oeuvre supplémentaire.;Esta fábrica de arcos podría contratar a más trabajadores para producir arcos compuestos a pleno rendimiento.;Dieser Bogenmacher könnte noch mehr Arbeitskräfte gebrauchen, um sein volles Potenzial für die Herstellung von Kompositbögen auszuschöpfen.;Questa officina di archi compositi avrebbe bisogno di più artigiani per produrre al massimo delle potenzialità.
Buildings/#Brewery;Text;;Brewery;Brasserie;Cervecería;Brauerei;Distilleria
Buildings/#Brewery_disabled;Text;;An edict from the Overseer of Commerce ordered a halt to brewing.;Votre chef du commerce a ordonné l'interruption des brasseries.;El supervisor comercial ha ordenado suspender la producción de cerveza.;Mit einer Anordnung hat der Aufseher des Handels die Bierbrauerei komplett gestoppt.;Il supervisore commerciale ha fermato la produzione di birra.
Buildings/#Brewery_flavor;Text;;Brewers turn barley into beer, without which the Senet Houses would be empty and the city's festivals boring. Beer is a widely demanded trade commodity.;Les brasseries transforment l'orge en bière. Sans elles, les tavernes de jeux se videraient et les fêtes seraient ennuyeuses. La bière est une denrée commerciale très demandée.;Los cerveceros convierten la cebada en cerveza, sin la que los locales de senet estarían vacíos y los festivales de la ciudad serían aburridos. La cerveza es una mercancía muy demandada.;Braumeister verwandeln Gerste in Bier. Ohne Bier wären die Senet-Häuser leer und die Feste der Stadt langweilig. Bier ist eine sehr gefragte Handelsware.;I distillatori trasformano l'orzo in birra, senza la quale le taverne senet sarebbero vuote e le festività noiose. La birra è un bene molto richiesto.
